# predicted,target,WRIST.x,WRIST.y,WRIST.z,THUMB_CMC.x,THUMB_CMC.y,THUMB_CMC.z,THUMB_MCP.x,THUMB_MCP.y,THUMB_MCP.z,THUMB_IP.x,THUMB_IP.y,THUMB_IP.z,THUMB_TIP.x,THUMB_TIP.y,THUMB_TIP.z,INDEX_FINGER_MCP.x,INDEX_FINGER_MCP.y,INDEX_FINGER_MCP.z,INDEX_FINGER_PIP.x,INDEX_FINGER_PIP.y,INDEX_FINGER_PIP.z,INDEX_FINGER_DIP.x,INDEX_FINGER_DIP.y,INDEX_FINGER_DIP.z,INDEX_FINGER_TIP.x,INDEX_FINGER_TIP.y,INDEX_FINGER_TIP.z,MIDDLE_FINGER_MCP.x,MIDDLE_FINGER_MCP.y,MIDDLE_FINGER_MCP.z,MIDDLE_FINGER_PIP.x,MIDDLE_FINGER_PIP.y,MIDDLE_FINGER_PIP.z,MIDDLE_FINGER_DIP.x,MIDDLE_FINGER_DIP.y,MIDDLE_FINGER_DIP.z,MIDDLE_FINGER_TIP.x,MIDDLE_FINGER_TIP.y,MIDDLE_FINGER_TIP.z,RING_FINGER_MCP.x,RING_FINGER_MCP.y,RING_FINGER_MCP.z,RING_FINGER_PIP.x,RING_FINGER_PIP.y,RING_FINGER_PIP.z,RING_FINGER_DIP.x,RING_FINGER_DIP.y,RING_FINGER_DIP.z,RING_FINGER_TIP.x,RING_FINGER_TIP.y,RING_FINGER_TIP.z,PINKY_MCP.x,PINKY_MCP.y,PINKY_MCP.z,PINKY_PIP.x,PINKY_PIP.y,PINKY_PIP.z,PINKY_DIP.x,PINKY_DIP.y,PINKY_DIP.z,PINKY_TIP.x,PINKY_TIP.y,PINKY_TIP.z
no,no,0.44212865829467773,0.6786625385284424,-3.0093301006672846e-07,0.5138767957687378,0.599355936050415,-0.1015934944152832,0.5170738101005554,0.4828084409236908,-0.13738247752189636,0.4279969334602356,0.3834245204925537,-0.16178300976753235,0.35702580213546753,0.29960501194000244,-0.18068334460258484,0.5664718747138977,0.3296153247356415,-0.037753183394670486,0.5410625338554382,0.24861685931682587,-0.11510547250509262,0.47215527296066284,0.21376657485961914,-0.17525282502174377,0.3991355299949646,0.21330475807189941,-0.2072564959526062,0.4680092930793762,0.33989134430885315,-0.02154921367764473,0.40827667713165283,0.2012583613395691,-0.11430485546588898,0.3487294316291809,0.19060784578323364,-0.17028503119945526,0.3008130192756653,0.21916425228118896,-0.18433839082717896,0.38738399744033813,0.3794599771499634,-0.020025841891765594,0.32262954115867615,0.30951642990112305,-0.14378753304481506,0.3592841327190399,0.411932110786438,-0.17467987537384033,0.3960566818714142,0.4968748688697815,-0.15429164469242096,0.3178553581237793,0.4438605308532715,-0.023888414725661278,0.27379608154296875,0.3860985040664673,-0.12865684926509857,0.31481462717056274,0.45836111903190613,-0.14353299140930176,0.3594426214694977,0.5197466611862183,-0.12516221404075623
bye,bye,0.49689981341362,0.5431908369064331,1.4164817230266635e-07,0.5849095582962036,0.5026165843009949,-0.026251405477523804,0.6448423862457275,0.4058936834335327,-0.02724825218319893,0.6562913060188293,0.31800875067710876,-0.026546724140644073,0.6374075412750244,0.2533425986766815,-0.027702847495675087,0.5884063243865967,0.34431251883506775,-0.006407928187400103,0.5826846361160278,0.2774936258792877,-0.023689724504947662,0.5751949548721313,0.24565258622169495,-0.04357703775167465,0.5683808326721191,0.22127461433410645,-0.05849511921405792,0.5275119543075562,0.3398667871952057,-0.0049989111721515656,0.5191962718963623,0.27112680673599243,-0.017105603590607643,0.5103827714920044,0.23617663979530334,-0.03519706055521965,0.5053204298019409,0.2051885426044464,-0.05036914348602295,0.47021448612213135,0.35165539383888245,-0.008616892620921135,0.4592113494873047,0.28144168853759766,-0.023783639073371887,0.45195329189300537,0.24365133047103882,-0.03492587432265282,0.4472615420818329,0.20916029810905457,-0.043834418058395386,0.4138064980506897,0.37375637888908386,-0.014742808416485786,0.40577271580696106,0.3090250790119171,-0.028483329340815544,0.40261340141296387,0.2748141884803772,-0.0329807810485363,0.4010343849658966,0.24503394961357117,-0.036526091396808624
9,9,0.5581616163253784,0.6212765574455261,6.470741027442273e-07,0.6212382316589355,0.5840737223625183,-0.0399770550429821,0.6480083465576172,0.5090571641921997,-0.06474625319242477,0.644071638584137,0.44574958086013794,-0.08703462034463882,0.6403516530990601,0.38993316888809204,-0.10924549400806427,0.6022178530693054,0.4211120009422302,-0.04952693730592728,0.6288170218467712,0.354067325592041,-0.10872463136911392,0.6465426683425903,0.3465965688228607,-0.15329134464263916,0.6579806208610535,0.35292840003967285,-0.1760837882757187,0.5475273132324219,0.4117957353591919,-0.05590071529150009,0.5411269068717957,0.2926282286643982,-0.09974515438079834,0.5361695885658264,0.21234385669231415,-0.1324741095304489,0.531320333480835,0.1420290768146515,-0.15263992547988892,0.4968513250350952,0.42867907881736755,-0.06870319694280624,0.4765072762966156,0.3184765577316284,-0.1115754023194313,0.4686982035636902,0.24361789226531982,-0.1390519142150879,0.46382632851600647,0.17724357545375824,-0.1532166451215744,0.4504263997077942,0.4670577049255371,-0.08393187820911407,0.4294146001338959,0.38426944613456726,-0.11521802842617035,0.42076897621154785,0.3286455571651459,-0.12501397728919983,0.41583451628685,0.2770426273345947,-0.12902146577835083
5,5,0.44609886407852173,0.8256658315658569,1.2888220908280346e-06,0.5462419986724854,0.7636618614196777,-0.08470039814710617,0.6189214587211609,0.6642080545425415,-0.1314559429883957,0.6683794856071472,0.5775907635688782,-0.16966061294078827,0.7234359979629517,0.5027046799659729,-0.2105204463005066,0.494333952665329,0.5044155716896057,-0.11530552804470062,0.5152531266212463,0.366378515958786,-0.17959874868392944,0.5225556492805481,0.2734939455986023,-0.22591012716293335,0.5223334431648254,0.19150188565254211,-0.25954344868659973,0.40125882625579834,0.5043700337409973,-0.11577649414539337,0.3682030439376831,0.35240936279296875,-0.17817465960979462,0.3463713228702545,0.2498302459716797,-0.22689703106880188,0.3247930407524109,0.16079315543174744,-0.2619529664516449,0.32188647985458374,0.5441804528236389,-0.1228240355849266,0.27083203196525574,0.4087446331977844,-0.18632476031780243,0.24413694441318512,0.31913983821868896,-0.22571811079978943,0.2240527719259262,0.23973554372787476,-0.25121256709098816,0.2552732229232788,0.6111941933631897,-0.13568918406963348,0.19517958164215088,0.5161314606666565,-0.1959037035703659,0.16083252429962158,0.45123571157455444,-0.22375844419002533,0.13494881987571716,0.38802993297576904,-0.23959386348724365
2,2,0.2594457268714905,0.22673366963863373,5.004026775168313e-07,0.19760346412658691,0.26039284467697144,-0.02189418487250805,0.15867796540260315,0.3113318085670471,-0.03844359517097473,0.1421356499195099,0.3581138253211975,-0.05241135135293007,0.1403990089893341,0.3974789083003998,-0.06746820360422134,0.19595927000045776,0.3609122037887573,-0.04406304657459259,0.19773167371749878,0.44919514656066895,-0.06901361048221588,0.1964922994375229,0.5040040612220764,-0.08491970598697662,0.19771133363246918,0.5431892275810242,-0.09382200241088867,0.24047617614269257,0.36563754081726074,-0.045267779380083084,0.24054932594299316,0.4583597779273987,-0.06535040587186813,0.23806840181350708,0.5142234563827515,-0.07876694947481155,0.23680071532726288,0.555415153503418,-0.08845597505569458,0.2850264310836792,0.3640593886375427,-0.04754314199090004,0.2817430794239044,0.4501418173313141,-0.0620538704097271,0.2788950502872467,0.5056431293487549,-0.06937029957771301,0.2753181755542755,0.5456511974334717,-0.07472548633813858,0.32808125019073486,0.35832518339157104,-0.051125798374414444,0.32855796813964844,0.4274108111858368,-0.06155939772725105,0.324590802192688,0.47207963466644287,-0.06347720324993134,0.3189561069011688,0.5037848353385925,-0.064363993704319
a,a,0.37470752000808716,0.7443254590034485,-5.720344802284671e-07,0.49614766240119934,0.727696418762207,-0.06614185869693756,0.5794920921325684,0.5689337253570557,-0.07575082033872604,0.6001974940299988,0.4249650835990906,-0.07725790143013,0.6414027810096741,0.3399999141693115,-0.061890892684459686,0.52637779712677,0.43673786520957947,-0.020741673186421394,0.5162829160690308,0.3260659873485565,-0.08632511645555496,0.5059690475463867,0.4358464479446411,-0.10251419991254807,0.5101507902145386,0.4880305230617523,-0.09796595573425293,0.42936405539512634,0.4326015114784241,-0.0059143975377082825,0.4212338328361511,0.33293426036834717,-0.07027771323919296,0.4265884459018707,0.4731525480747223,-0.05963253974914551,0.4455181956291199,0.5044850707054138,-0.029526926577091217,0.33893561363220215,0.44635623693466187,-0.007438245695084333,0.3335258364677429,0.3635421395301819,-0.08087825775146484,0.3502501845359802,0.4921939969062805,-0.046911582350730896,0.37417542934417725,0.521415114402771,0.000900701736100018,0.25496038794517517,0.47218042612075806,-0.014191657304763794,0.25117552280426025,0.405497670173645,-0.05727652832865715,0.27178382873535156,0.4902724027633667,-0.032473124563694,0.2863757014274597,0.5232852697372437,0.0025962512008845806
7,7,0.26348909735679626,0.9235643148422241,1.595179810465197e-07,0.23366977274417877,0.8996224403381348,-0.004162082448601723,0.18988513946533203,0.8961667418479919,-0.0016509209526702762,0.1573028415441513,0.9000531435012817,-0.0011069158790633082,0.1325763463973999,0.9073584675788879,-3.879375435644761e-05,0.1581227332353592,0.9284193515777588,0.009395004250109196,0.11287995427846909,0.9397335052490234,-0.00010779641888802871,0.07636643946170807,0.9491859674453735,-0.010392158292233944,0.04674875736236572,0.957990288734436,-0.01791326329112053,0.1565568596124649,0.9410754442214966,0.003962532617151737,0.11030855774879456,0.9571152329444885,-0.006019650027155876,0.07328187674283981,0.967430591583252,-0.017796184867620468,0.040897250175476074,0.9755297303199768,-0.025240033864974976,0.15764105319976807,0.9500739574432373,-0.003396196523681283,0.11121653765439987,0.9654452204704285,-0.014149009250104427,0.0760500356554985,0.9725505709648132,-0.022208670154213905,0.04651722311973572,0.9788469672203064,-0.026011710986495018,0.16171586513519287,0.9533979296684265,-0.011824016459286213,0.12295740842819214,0.9594073295593262,-0.021431365981698036,0.09389636665582657,0.963871419429779,-0.025265447795391083,0.06860117614269257,0.9655975103378296,-0.026477627456188202
2,2,0.3748698830604553,0.5058154463768005,-3.989160113349044e-09,0.3595377802848816,0.4734458029270172,0.00775883300229907,0.3364521265029907,0.45244327187538147,0.00982425082474947,0.32023510336875916,0.4369666278362274,0.0068578897044062614,0.3105098605155945,0.4252670705318451,0.003935631364583969,0.2897527813911438,0.45928674936294556,0.020944561809301376,0.26693931221961975,0.44658932089805603,0.014035145752131939,0.27724701166152954,0.4407271146774292,0.0048758951015770435,0.2901347577571869,0.43949568271636963,-0.0005074999062344432,0.28671976923942566,0.47198548913002014,0.011992324143648148,0.2628667652606964,0.4579305350780487,0.006979004479944706,0.2748057246208191,0.4507691562175751,6.34790922049433e-06,0.28872841596603394,0.45118770003318787,-0.004388345871120691,0.28584906458854675,0.4867762327194214,0.0016088176053017378,0.2628626823425293,0.47216176986694336,-0.0029949659947305918,0.2760406732559204,0.46415895223617554,-0.0028852277901023626,0.2898666262626648,0.46425241231918335,-0.0020285239443182945,0.28901830315589905,0.5028520822525024,-0.00875740684568882,0.27055788040161133,0.487265020608902,-0.010845599696040154,0.28026890754699707,0.48040223121643066,-0.006669610273092985,0.29160431027412415,0.4807724058628082,-0.002873539226129651
project,project,0.6929646134376526,0.44589126110076904,8.23727759780013e-07,0.7073788046836853,0.3563794195652008,-0.06373746693134308,0.6761183738708496,0.2618902027606964,-0.09350612759590149,0.6364405751228333,0.18684051930904388,-0.11539237946271896,0.5832046866416931,0.13995489478111267,-0.1376267522573471,0.5032254457473755,0.28685519099235535,-0.07416019588708878,0.38619357347488403,0.2527693212032318,-0.11763816326856613,0.3047792911529541,0.23207050561904907,-0.15022827684879303,0.23740118741989136,0.21746037900447845,-0.17158538103103638,0.46936115622520447,0.34406813979148865,-0.06802806258201599,0.3401738405227661,0.3079313635826111,-0.10908053815364838,0.250686377286911,0.28066039085388184,-0.1431064009666443,0.18007683753967285,0.2582947015762329,-0.1650991141796112,0.4596743583679199,0.40161779522895813,-0.06696024537086487,0.34066659212112427,0.3653445541858673,-0.10583645105361938,0.26019811630249023,0.3413983881473541,-0.1338912546634674,0.1961580514907837,0.3209582567214966,-0.14966098964214325,0.47045332193374634,0.4605836272239685,-0.07054699212312698,0.38386237621307373,0.43139970302581787,-0.10750363767147064,0.3254851698875427,0.40955284237861633,-0.12580734491348267,0.27705997228622437,0.38745054602622986,-0.13395586609840393
a,a,0.28575918078422546,0.6863193511962891,-8.302935157189495e-07,0.39226043224334717,0.6233320236206055,-0.036613333970308304,0.4820467233657837,0.48507052659988403,-0.03990379720926285,0.47957921028137207,0.36259007453918457,-0.04024410620331764,0.47409215569496155,0.2822459936141968,-0.028060268610715866,0.4047835171222687,0.3793312609195709,-0.00462829414755106,0.40885472297668457,0.30191144347190857,-0.05008411407470703,0.4046368896961212,0.4109025001525879,-0.06552953273057938,0.3994266390800476,0.4302665591239929,-0.07002996653318405,0.3228161334991455,0.3888724446296692,-0.002439088188111782,0.3289870321750641,0.32603001594543457,-0.04783283546566963,0.33936411142349243,0.4502990245819092,-0.0477813296020031,0.3316148817539215,0.45129305124282837,-0.03899265453219414,0.2480766773223877,0.4119024872779846,-0.009702798910439014,0.25391870737075806,0.3507683277130127,-0.06096358597278595,0.27023494243621826,0.4650651514530182,-0.031162187457084656,0.2637760639190674,0.47225210070610046,-0.0010324533795937896,0.16899122297763824,0.43749573826789856,-0.019399860873818398,0.18045005202293396,0.3933480381965637,-0.043289970606565475,0.20021744072437286,0.47068092226982117,-0.013624143786728382,0.19513683021068573,0.4847536087036133,0.014276359230279922
7,7,0.4161683917045593,0.7841693162918091,1.0747686474132934e-06,0.4961467981338501,0.7530949115753174,-0.05569501966238022,0.520710825920105,0.6549980640411377,-0.07763630896806717,0.47827696800231934,0.5717827081680298,-0.09359155595302582,0.42183825373649597,0.5284093618392944,-0.10640488564968109,0.5290839672088623,0.5258649587631226,-0.05412892997264862,0.5728869438171387,0.40513521432876587,-0.08709165453910828,0.5972170233726501,0.33163848519325256,-0.11114973574876785,0.612363874912262,0.27404409646987915,-0.1244397759437561,0.46477818489074707,0.5146363973617554,-0.04837825149297714,0.4864377975463867,0.3875899910926819,-0.08096639066934586,0.4986150562763214,0.30145156383514404,-0.10482345521450043,0.5076513886451721,0.2282288372516632,-0.11737708747386932,0.40282776951789856,0.5295847058296204,-0.04752180725336075,0.4099699556827545,0.44223928451538086,-0.08685222268104553,0.4144681394100189,0.48251277208328247,-0.08998578786849976,0.41406863927841187,0.5226640701293945,-0.07914254069328308,0.34326785802841187,0.5618654489517212,-0.05179699510335922,0.325867623090744,0.46639159321784973,-0.0813170075416565,0.32129156589508057,0.40606483817100525,-0.08157332986593246,0.31886547803878784,0.353560209274292,-0.07466020435094833
